trade_date,entry_ts,exit_ts,hold_n,active_stocks,pool_size,avg_pred_score,strategy_ret,benchmark_pool_ret,benchmark_hs300_ret,benchmark_zz500_ret,benchmark_zz1000_ret,weighting_mode,portfolio_turnover,portfolio_concentration,portfolio_weight_entropy,timing_exposure,timing_enabled,portfolio_mode,execution_model,avg_fill_ratio,cash_drag_weight,extra_cost_bps,strategy_net,strategy_cum_return,strategy_cum_ret,benchmark_pool_net,benchmark_pool_cum_return,benchmark_pool_cum_ret,benchmark_hs300_net,benchmark_hs300_cum_return,benchmark_hs300_cum_ret,benchmark_zz500_net,benchmark_zz500_cum_return,benchmark_zz500_cum_ret,benchmark_zz1000_net,benchmark_zz1000_cum_return,benchmark_zz1000_cum_ret,excess_vs_pool_ret,excess_vs_pool_net,excess_vs_pool_cum_return,excess_vs_pool_cum_ret,excess_vs_hs300_ret,excess_vs_hs300_net,excess_vs_hs300_cum_return,excess_vs_hs300_cum_ret,excess_vs_zz500_ret,excess_vs_zz500_net,excess_vs_zz500_cum_return,excess_vs_zz500_cum_ret,excess_vs_zz1000_ret,excess_vs_zz1000_net,excess_vs_zz1000_cum_return,excess_vs_zz1000_cum_ret,benchmark_ret,benchmark_net,benchmark_cum_return,benchmark_cum_ret,excess_ret,excess_net,excess_cum_return,excess_cum_ret
2025-01-02,2025-01-03,2025-01-10,5,10,297,0.9848484848475001,-0.00806658647090705,-0.00880272783192418,-0.011306525675036871,-0.010782076876762914,-0.014273780760857169,equal_weight,0.9999999999989999,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9919334135290929,-0.008066586470907078,-0.008066586470907078,0.9911972721680758,-0.008802727831924151,-0.008802727831924151,0.9886934743249631,-0.011306525675036871,-0.011306525675036871,0.9892179231232371,-0.010782076876762914,-0.010782076876762914,0.9857262192391428,-0.014273780760857169,-0.014273780760857169,0.0007361413610171303,1.0007361413610172,0.0007361413610171841,0.0007361413610171841,0.0032399392041298214,1.0032399392041298,0.0032399392041297936,0.0032399392041297936,0.0027154904058558638,1.002715490405856,0.002715490405855947,0.002715490405855947,0.006207194289950119,1.0062071942899502,0.006207194289950202,0.006207194289950202,-0.00880272783192418,0.9911972721680758,-0.008802727831924151,-0.008802727831924151,0.0007361413610171303,1.0007361413610172,0.0007361413610171841,0.0007361413610171841
2025-01-09,2025-01-10,2025-01-17,5,10,298,0.9848993288580756,0.014436993209724377,0.007651885935636765,0.0213964920384051,0.0406037605407501,0.053500539954076665,equal_weight,0.9999999999989999,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0062539494847111,0.006253949484711141,0.006253949484711141,0.9987818006344202,-0.001218199365579764,-0.001218199365579764,1.0098480463767803,0.009848046376780273,0.009848046376780273,1.029383890796351,0.029383890796351064,0.029383890796351064,1.0384631042153276,0.038463104215327615,0.038463104215327615,0.006785107274087612,1.0075262434332082,0.00752624343320818,0.00752624343320818,-0.0069594988286807245,0.9962578920223529,-0.003742107977647069,-0.003742107977647069,-0.02616676733102572,0.9764776674691905,-0.023522332530809487,-0.023522332530809487,-0.039063546744352286,0.9669011725213011,-0.033098827478698856,-0.033098827478698856,0.007651885935636765,0.9987818006344202,-0.001218199365579764,-0.001218199365579764,0.006785107274087612,1.0075262434332082,0.00752624343320818,0.00752624343320818
2025-01-16,2025-01-17,2025-01-24,5,10,297,0.9848484848475001,-0.011206041311313284,0.005523125204134633,0.005382779041654739,0.01121401522812282,0.016529454742661542,equal_weight,0.1999999999998,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9949778261571133,-0.0050221738428867235,-0.0050221738428867235,1.004298197570935,0.004298197570935081,0.004298197570935081,1.0152838352760731,0.015283835276073132,0.015283835276073132,1.0409274174233256,0.04092741742332562,0.04092741742332562,1.0556283330983787,0.05562833309837867,0.05562833309837867,-0.016729166515447917,0.9906711691381304,-0.009328830861869641,-0.009328830861869641,-0.016588820352968024,0.9797311488263675,-0.02026885117363253,-0.02026885117363253,-0.022420056539436104,0.9545849829550346,-0.04541501704496542,-0.04541501704496542,-0.027735496053974826,0.9400836888662529,-0.05991631113374707,-0.05991631113374707,0.005523125204134633,1.004298197570935,0.004298197570935081,0.004298197570935081,-0.016729166515447917,0.9906711691381304,-0.009328830861869641,-0.009328830861869641
2025-01-23,2025-01-24,2025-02-10,5,10,298,0.9848993288580756,0.012154359315702438,0.028883526105342422,0.01779296108601791,0.04223063920919645,0.045875890221332094,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0070711441673834,0.007071144167383414,0.007071144167383414,1.0333058707780236,0.033305870778023605,0.033305870778023605,1.0333487410484032,0.03334874104840324,0.03334874104840324,1.0848864476314908,0.08488644763149078,0.08488644763149078,1.1040562226221278,0.10405622262212777,0.10405622262212777,-0.016729166789639982,0.974098065915931,-0.025901934084069045,-0.025901934084069045,-0.005638601770315473,0.9742068350361619,-0.0257931649638381,-0.0257931649638381,-0.030076279893494012,0.9258746178255527,-0.07412538217444731,-0.07412538217444731,-0.033721530905629654,0.9083826276982713,-0.09161737230172873,-0.09161737230172873,0.028883526105342422,1.0333058707780236,0.033305870778023605,0.033305870778023605,-0.016729166789639982,0.974098065915931,-0.025901934084069045,-0.025901934084069045
2025-02-07,2025-02-10,2025-02-17,5,10,297,0.9848484848475001,0.0006236134066125772,0.013306059477419701,0.011877791227106638,0.010217963638253114,0.011435224626751728,equal_weight,0.5999999999994,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.007699167234299,0.007699167234298976,0.007699167234298976,1.0470551001529629,0.04705510015296288,0.04705510015296288,1.0456226416593697,0.04562264165936969,0.04562264165936969,1.0959717779050229,0.09597177790502287,0.09597177790502287,1.1166813535283748,0.11668135352837483,0.11668135352837483,-0.012682446070807124,0.9617441197272746,-0.03825588027272542,-0.03825588027272542,-0.01125417782049406,0.9632429380807241,-0.03675706191927586,-0.03675706191927586,-0.009594350231640536,0.916991452471548,-0.08300854752845199,-0.08300854752845199,-0.01081161122013915,0.8985615478884691,-0.10143845211153091,-0.10143845211153091,0.013306059477419701,1.0470551001529629,0.04705510015296288,0.04705510015296288,-0.012682446070807124,0.9617441197272746,-0.03825588027272542,-0.03825588027272542
2025-02-14,2025-02-17,2025-02-24,5,10,299,0.9849498327749349,-0.0016214680328344158,0.007714757070756825,0.005654104298578266,0.01618045562742898,0.02904657851242831,equal_weight,0.3999999999996,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0060652152479148,0.0060652152479148125,0.0060652152479148125,1.0551328758903398,0.05513287589033977,0.05513287589033977,1.0515347011322667,0.05153470113226666,0.05153470113226666,1.1137051006263294,0.11370510062632944,0.11370510062632944,1.1491171261370015,0.14911712613700145,0.14911712613700145,-0.00933622510359124,0.9527650601334455,-0.04723493986655447,-0.04723493986655447,-0.007275572331412682,0.9562347944119954,-0.04376520558800456,-0.04376520558800456,-0.017801923660263397,0.9006672406375356,-0.09933275936246444,-0.09933275936246444,-0.030668046545262728,0.8710044205140423,-0.12899557948595775,-0.12899557948595775,0.007714757070756825,1.0551328758903398,0.05513287589033977,0.05513287589033977,-0.00933622510359124,0.9527650601334455,-0.04723493986655447,-0.04723493986655447
2025-02-21,2025-02-24,2025-03-03,5,10,299,0.9849498327749349,-0.0015200193085730407,-0.019236923736822377,-0.020465690627316957,-0.026336428632518394,-0.02944821987047097,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0045359766950543,0.0045359766950543445,0.0045359766950543445,1.0348353652246232,0.03483536522462316,0.03483536522462316,1.0300143172550056,0.030014317255005585,0.030014317255005585,1.0843740857260125,0.08437408572601246,0.08437408572601246,1.1152776723495954,0.1152776723495954,0.1152776723495954,0.017716904428249337,0.9696451076464049,-0.03035489235359512,-0.03035489235359512,0.018945671318743917,0.9743513045304718,-0.025648695469528193,-0.025648695469528193,0.024816409323945354,0.923018567545865,-0.07698143245413502,-0.07698143245413502,0.02792820056189793,0.8953300066604581,-0.10466999333954186,-0.10466999333954186,-0.019236923736822377,1.0348353652246232,0.03483536522462316,0.03483536522462316,0.017716904428249337,0.9696451076464049,-0.03035489235359512,-0.03035489235359512
2025-02-28,2025-03-03,2025-03-10,5,10,298,0.9848993288580756,-0.002777615799119302,0.008450014137087045,0.010371163597853394,0.02172171185758165,0.03941919163743046,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0017457616954024,0.0017457616954024147,0.0017457616954024147,1.043579738690329,0.04357973869032894,0.04357973869032894,1.0406967642473886,0.04069676424738855,0.04069676424738855,1.1079285471619815,0.10792854716198153,0.10792854716198153,1.1592410166448914,0.15924101664489143,0.15924101664489143,-0.011227629936206348,0.9587582912082981,-0.04124170879170186,-0.04124170879170186,-0.013148779396972697,0.9615397741720481,-0.038460225827951944,-0.038460225827951944,-0.024499327656700952,0.9004052332263401,-0.09959476677365986,-0.09959476677365986,-0.042196807436549764,0.857549938777242,-0.14245006122275805,-0.14245006122275805,0.008450014137087045,1.043579738690329,0.04357973869032894,0.04357973869032894,-0.011227629936206348,0.9587582912082981,-0.04124170879170186,-0.04124170879170186
2025-03-07,2025-03-10,2025-03-17,5,10,298,0.9848993288580756,0.01376593018303093,0.01776290099956716,0.017304511655206634,0.015697535876483037,0.01051882901524026,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0155357239120484,0.015535723912048383,0.015535723912048383,1.0621167422738396,0.062116742273839565,0.062116742273839565,1.0587055135338432,0.058705513533843234,0.058705513533843234,1.1253202952796364,0.1253202952796364,0.1253202952796364,1.1714348746864323,0.17143487468643226,0.17143487468643226,-0.00399697081653623,0.9549261622982264,-0.045073837701773645,-0.045073837701773645,-0.0035385814721757038,0.9581372873424029,-0.04186271265759711,-0.04186271265759711,-0.0019316056934521077,0.898666005351426,-0.10133399464857396,-0.10133399464857396,0.003247101167790669,0.8603344901848843,-0.13966550981511572,-0.13966550981511572,0.01776290099956716,1.0621167422738396,0.062116742273839565,0.062116742273839565,-0.00399697081653623,0.9549261622982264,-0.045073837701773645,-0.045073837701773645
2025-03-14,2025-03-17,2025-03-24,5,10,299,0.9849498327749349,0.004236556584175403,-0.02220122164947419,-0.015497194246980484,-0.022746986010846904,-0.03478605419537495,equal_weight,0.3999999999996,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0198380984696531,0.01983809846965312,0.01983809846965312,1.0385364530610006,0.03853645306100062,0.03853645306100062,1.04229854854026,0.04229854854026005,0.04229854854026005,1.0997226502651885,0.09972265026518845,0.09972265026518845,1.1306852776492378,0.13068527764923776,0.13068527764923776,0.026437778233649595,0.9801722884065769,-0.019827711593423114,-0.019827711593423114,0.01973375083115589,0.9770449298328575,-0.02295507016714249,-0.02295507016714249,0.02698354259502231,0.9229151977855247,-0.07708480221447533,-0.07708480221447533,0.039022610779550354,0.8939069881355919,-0.10609301186440812,-0.10609301186440812,-0.02220122164947419,1.0385364530610006,0.03853645306100062,0.03853645306100062,0.026437778233649595,0.9801722884065769,-0.019827711593423114,-0.019827711593423114
