signal_ts,ic,rank_ic,n
2024-10-08,-0.3230823341135096,-0.4427214708519978,50
2024-10-15,-0.25777710111106455,-0.22552523878332176,50
2024-10-22,-0.05077387297231186,0.029621284904270954,50
2024-10-29,-0.007043480815940613,0.0298820582815596,49
2024-11-05,-0.16114287646382008,-0.09715052054359917,49
2024-11-12,-0.0560830169428145,-0.03729157491692722,50
2024-11-19,-0.19218383824452595,-0.29149876952891995,50
2024-11-26,0.09093339179833922,0.27923950534297765,50
2024-12-03,-0.1808830278767785,-0.15388065175027918,50
2024-12-10,-0.000566155272053486,0.020019378443734404,50
2024-12-17,0.12104804826186599,0.1337958383971008,50
