signal_ts,ic,rank_ic,n
2024-07-01,0.0914634081528884,0.15980465584770306,20
2024-07-08,0.09642447994034742,0.0881992987445755,20
2024-07-15,0.1283203413880069,-0.043355498476206,20
2024-08-05,0.3236983144040215,0.3478232115567587,20
2024-08-12,-0.5042004906307316,-0.48204977789132236,20
2024-08-19,-0.2226009855147657,-0.00646867372683483,20
2024-08-26,-0.2110462022981079,-0.24580960161972354,20
2024-09-02,-0.5009864680100973,-0.506683893970367,20
2024-09-09,0.05903674725415814,0.0069773102428298565,20
2024-09-18,-0.055767555151290456,-0.09285727551048834,20
