signal_ts,ic,rank_ic,n
2024-10-08,-0.00346667910051948,0.24590629726092916,50
2024-10-15,-0.16131269348748278,-0.18606181572591435,50
2024-10-22,-0.024821470266394568,-0.11585301899243441,50
2024-10-29,-0.0386735373811774,-0.11320111156897514,49
2024-11-05,-0.14760620630361945,-0.21861362381218064,49
2024-11-12,0.0816706193473285,0.17430948872108684,50
2024-11-19,-0.05273218916196458,0.15183515903294367,50
2024-11-26,-0.062033876959987265,-0.1474736691125704,50
2024-12-03,-0.04672820421477778,-0.018354780393080267,50
2024-12-10,0.08566267870789099,0.11671688354839581,50
2024-12-17,0.02255412691359405,-0.08600403534972645,50
