signal_ts,ic,rank_ic,n,factor
2024-07-01,0.3089773893001478,0.39999999999999997,4,g_liquidity_ratio_vol_ratio_5__amihud_20
2024-07-15,-0.07000382974101349,0.39999999999999997,4,g_liquidity_ratio_vol_ratio_5__amihud_20
2024-07-29,-0.08636690616999504,-0.39999999999999997,4,g_liquidity_ratio_vol_ratio_5__amihud_20
2024-08-12,0.3795204051814266,0.39999999999999997,4,g_liquidity_ratio_vol_ratio_5__amihud_20
2024-08-26,-0.6826453124771998,-1.0,4,g_liquidity_ratio_vol_ratio_5__amihud_20
2024-09-09,0.5160867513133258,0.19999999999999998,4,g_liquidity_ratio_vol_ratio_5__amihud_20
2024-07-01,-0.7284855225146947,-0.39999999999999997,4,g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy
2024-07-15,-0.05658281760442029,0.6000000000000001,4,g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy
2024-07-29,-0.4795124319561166,-0.39999999999999997,4,g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy
2024-08-12,0.8366434412347955,0.7999999999999999,4,g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy
2024-08-26,0.17013286114983495,-0.19999999999999998,4,g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy
2024-09-09,0.4860217129503601,0.39999999999999997,4,g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy
2024-07-01,0.6935055734892458,0.7999999999999999,4,g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy
2024-07-15,0.2410808258079806,0.7999999999999999,4,g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy
2024-07-29,-0.404208364838488,-0.39999999999999997,4,g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy
2024-08-12,-0.41840691120949197,-0.39999999999999997,4,g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy
2024-08-26,-0.8219368057723707,-0.7999999999999999,4,g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy
2024-09-09,0.297710252942088,0.19999999999999998,4,g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy
2024-07-01,0.07457022388918771,-0.19999999999999998,4,g_context_ratio_barra_size_proxy__barra_volatility_proxy
2024-07-15,-0.5163932304758637,-0.39999999999999997,4,g_context_ratio_barra_size_proxy__barra_volatility_proxy
2024-07-29,0.9950310354681138,1.0,4,g_context_ratio_barra_size_proxy__barra_volatility_proxy
2024-08-12,0.3820370862794771,0.39999999999999997,4,g_context_ratio_barra_size_proxy__barra_volatility_proxy
2024-08-26,-0.01578752371807245,0.0,4,g_context_ratio_barra_size_proxy__barra_volatility_proxy
2024-09-09,0.4771616000310911,0.7999999999999999,4,g_context_ratio_barra_size_proxy__barra_volatility_proxy
2024-07-01,-0.6613492071734316,-0.7999999999999999,4,g_volatility_ratio_jump_ratio_5m__minute_realized_vol_5m
2024-07-15,-0.7033968441375407,-0.39999999999999997,4,g_volatility_ratio_jump_ratio_5m__minute_realized_vol_5m
2024-07-29,0.586911102676155,0.19999999999999998,4,g_volatility_ratio_jump_ratio_5m__minute_realized_vol_5m
2024-08-12,-0.014515789619635698,0.0,4,g_volatility_ratio_jump_ratio_5m__minute_realized_vol_5m
2024-08-26,-0.6036725837609396,-0.39999999999999997,4,g_volatility_ratio_jump_ratio_5m__minute_realized_vol_5m
2024-09-09,-0.2677872788735358,0.19999999999999998,4,g_volatility_ratio_jump_ratio_5m__minute_realized_vol_5m
2024-07-01,-0.2651919942505298,-0.39999999999999997,4,g_context_ratio_barra_size_proxy__barra_momentum_proxy
2024-07-15,0.6677468191884189,0.19999999999999998,4,g_context_ratio_barra_size_proxy__barra_momentum_proxy
2024-07-29,0.1846458228556949,0.19999999999999998,4,g_context_ratio_barra_size_proxy__barra_momentum_proxy
2024-08-12,0.7528744545805283,0.39999999999999997,4,g_context_ratio_barra_size_proxy__barra_momentum_proxy
2024-08-26,0.9758851162825214,0.39999999999999997,4,g_context_ratio_barra_size_proxy__barra_momentum_proxy
2024-09-09,0.7009917134987411,0.7999999999999999,4,g_context_ratio_barra_size_proxy__barra_momentum_proxy
2024-07-01,0.07193079307021324,0.19999999999999998,4,g_volatility_ratio_downside_vol_ratio_20__minute_realized_vol_5m
2024-07-15,-0.787481784786891,-1.0,4,g_volatility_ratio_downside_vol_ratio_20__minute_realized_vol_5m
2024-07-29,0.8597253327662099,0.39999999999999997,4,g_volatility_ratio_downside_vol_ratio_20__minute_realized_vol_5m
2024-08-12,0.23497869044360767,0.19999999999999998,4,g_volatility_ratio_downside_vol_ratio_20__minute_realized_vol_5m
2024-08-26,-0.5179162529614847,-0.19999999999999998,4,g_volatility_ratio_downside_vol_ratio_20__minute_realized_vol_5m
2024-09-09,-0.4383834544783645,0.0,4,g_volatility_ratio_downside_vol_ratio_20__minute_realized_vol_5m
2024-07-01,-0.7613912727941484,-0.39999999999999997,4,g_volatility_rel_minute_ret_kurt_5m_to_realized_vol_20
2024-07-15,-0.27817421626897876,0.39999999999999997,4,g_volatility_rel_minute_ret_kurt_5m_to_realized_vol_20
2024-07-29,-0.7130738171930735,-1.0,4,g_volatility_rel_minute_ret_kurt_5m_to_realized_vol_20
2024-08-12,0.20502528136604548,0.0,4,g_volatility_rel_minute_ret_kurt_5m_to_realized_vol_20
2024-08-26,-0.6373727458018476,-0.39999999999999997,4,g_volatility_rel_minute_ret_kurt_5m_to_realized_vol_20
2024-09-09,-0.04716988941666834,-0.19999999999999998,4,g_volatility_rel_minute_ret_kurt_5m_to_realized_vol_20
2024-07-01,0.18698704451993134,0.19999999999999998,4,g_reversal_rel_close_pos_to_ret_1d
2024-07-15,-0.29666403605741554,0.0,4,g_reversal_rel_close_pos_to_ret_1d
2024-07-29,0.461897000848948,0.19999999999999998,4,g_reversal_rel_close_pos_to_ret_1d
2024-08-12,0.32756784869647604,0.6000000000000001,4,g_reversal_rel_close_pos_to_ret_1d
2024-08-26,0.9964974786535127,1.0,4,g_reversal_rel_close_pos_to_ret_1d
2024-09-09,-0.022794381916469382,0.0,4,g_reversal_rel_close_pos_to_ret_1d
2024-07-01,-0.949552813881284,-1.0,4,g_volatility_rel_jump_ratio_5m_to_atr_norm_14
2024-07-15,-0.621956251692513,-0.19999999999999998,4,g_volatility_rel_jump_ratio_5m_to_atr_norm_14
2024-07-29,0.4780631898469185,0.19999999999999998,4,g_volatility_rel_jump_ratio_5m_to_atr_norm_14
2024-08-12,0.2982641873307605,0.39999999999999997,4,g_volatility_rel_jump_ratio_5m_to_atr_norm_14
2024-08-26,-0.3150195611921762,0.0,4,g_volatility_rel_jump_ratio_5m_to_atr_norm_14
2024-09-09,-0.07513792122221831,0.19999999999999998,4,g_volatility_rel_jump_ratio_5m_to_atr_norm_14
2024-07-01,0.2283932846423026,0.39999999999999997,4,g_reversal_rel_body_ratio_to_ret_1d
2024-07-15,-0.03964157072898863,0.39999999999999997,4,g_reversal_rel_body_ratio_to_ret_1d
2024-07-29,-0.08406330171626829,0.0,4,g_reversal_rel_body_ratio_to_ret_1d
2024-08-12,0.48638148899306893,0.6000000000000001,4,g_reversal_rel_body_ratio_to_ret_1d
2024-08-26,-0.35776846929741507,-0.39999999999999997,4,g_reversal_rel_body_ratio_to_ret_1d
2024-09-09,0.029570849029271012,0.0,4,g_reversal_rel_body_ratio_to_ret_1d
2024-07-01,-0.5759534937105437,-0.19999999999999998,4,g_reversal_rel_body_ratio_to_ret_3d
2024-07-15,0.6034065775684689,0.7999999999999999,4,g_reversal_rel_body_ratio_to_ret_3d
2024-07-29,-0.08113112186920622,-0.39999999999999997,4,g_reversal_rel_body_ratio_to_ret_3d
2024-08-12,0.5400250587072795,0.7999999999999999,4,g_reversal_rel_body_ratio_to_ret_3d
2024-08-26,-0.04256278912609315,0.7999999999999999,4,g_reversal_rel_body_ratio_to_ret_3d
2024-09-09,-0.3325943101610723,-0.39999999999999997,4,g_reversal_rel_body_ratio_to_ret_3d
2024-07-01,-0.2593133354819317,-0.39999999999999997,4,g_reversal_rel_close_pos_to_ret_3d
2024-07-15,-0.6572444496180249,-0.7999999999999999,4,g_reversal_rel_close_pos_to_ret_3d
2024-07-29,0.8673627466738294,1.0,4,g_reversal_rel_close_pos_to_ret_3d
2024-08-12,0.8428275416263195,0.7999999999999999,4,g_reversal_rel_close_pos_to_ret_3d
2024-08-26,-0.13236741853075662,0.6000000000000001,4,g_reversal_rel_close_pos_to_ret_3d
2024-09-09,-0.5563715249565827,-0.39999999999999997,4,g_reversal_rel_close_pos_to_ret_3d
2024-07-01,0.7074501780779989,0.7999999999999999,4,g_context_ratio_barra_size_proxy__barra_beta_proxy
2024-07-15,-0.5639392848457673,-0.19999999999999998,4,g_context_ratio_barra_size_proxy__barra_beta_proxy
2024-07-29,0.4908141566890667,0.7999999999999999,4,g_context_ratio_barra_size_proxy__barra_beta_proxy
2024-08-12,0.711312743689685,0.6000000000000001,4,g_context_ratio_barra_size_proxy__barra_beta_proxy
2024-08-26,0.10013048400622689,0.6000000000000001,4,g_context_ratio_barra_size_proxy__barra_beta_proxy
2024-09-09,0.42908783771887743,0.19999999999999998,4,g_context_ratio_barra_size_proxy__barra_beta_proxy
2024-07-01,0.11170879144151719,-0.19999999999999998,4,g_volatility_rel_downside_vol_ratio_20_to_realized_vol_20
2024-07-15,-0.8631324749518927,-0.39999999999999997,4,g_volatility_rel_downside_vol_ratio_20_to_realized_vol_20
2024-07-29,0.822581869522812,1.0,4,g_volatility_rel_downside_vol_ratio_20_to_realized_vol_20
2024-08-12,0.42787889647833605,0.39999999999999997,4,g_volatility_rel_downside_vol_ratio_20_to_realized_vol_20
2024-08-26,0.07681244162735969,0.0,4,g_volatility_rel_downside_vol_ratio_20_to_realized_vol_20
2024-09-09,-0.2788249257176567,0.0,4,g_volatility_rel_downside_vol_ratio_20_to_realized_vol_20
2024-07-01,0.6584398632312006,0.7999999999999999,4,g_reversal_ratio_ret_5d__overnight_gap
2024-07-15,0.7955545265288628,0.7999999999999999,4,g_reversal_ratio_ret_5d__overnight_gap
2024-07-29,-0.3861659448645095,-0.39999999999999997,4,g_reversal_ratio_ret_5d__overnight_gap
2024-08-12,0.1566021694730322,0.7999999999999999,4,g_reversal_ratio_ret_5d__overnight_gap
2024-08-26,0.46173788222360773,1.0,4,g_reversal_ratio_ret_5d__overnight_gap
2024-09-09,0.48301643738426514,0.0,4,g_reversal_ratio_ret_5d__overnight_gap
2024-07-01,0.5337028429797853,0.7999999999999999,4,g_reversal_rel_signed_vol_imbalance_5m_to_ret_1d
2024-07-15,-0.09038956090165327,0.0,4,g_reversal_rel_signed_vol_imbalance_5m_to_ret_1d
2024-07-29,-0.08722856186526519,0.0,4,g_reversal_rel_signed_vol_imbalance_5m_to_ret_1d
2024-08-12,0.6511007979468474,0.7999999999999999,4,g_reversal_rel_signed_vol_imbalance_5m_to_ret_1d
2024-08-26,0.9773471755461827,0.7999999999999999,4,g_reversal_rel_signed_vol_imbalance_5m_to_ret_1d
2024-09-09,0.520134873545955,0.0,4,g_reversal_rel_signed_vol_imbalance_5m_to_ret_1d
2024-07-01,0.01659359449335554,-0.19999999999999998,4,g_reversal_ratio_ret_3d__overnight_gap
2024-07-15,0.8010893311637723,1.0,4,g_reversal_ratio_ret_3d__overnight_gap
2024-07-29,-0.38616594743406196,-0.39999999999999997,4,g_reversal_ratio_ret_3d__overnight_gap
2024-08-12,0.1566021711290119,0.7999999999999999,4,g_reversal_ratio_ret_3d__overnight_gap
2024-08-26,0.4617378810734271,1.0,4,g_reversal_ratio_ret_3d__overnight_gap
2024-09-09,0.4830164104973555,0.6000000000000001,4,g_reversal_ratio_ret_3d__overnight_gap
2024-07-01,0.20935499879972924,0.39999999999999997,4,g_volatility_ratio_downside_vol_ratio_20__intraday_range
2024-07-15,-0.9007823048797208,-0.39999999999999997,4,g_volatility_ratio_downside_vol_ratio_20__intraday_range
2024-07-29,0.4783165613514663,0.19999999999999998,4,g_volatility_ratio_downside_vol_ratio_20__intraday_range
2024-08-12,0.9401880059176616,1.0,4,g_volatility_ratio_downside_vol_ratio_20__intraday_range
