signal_ts,ic,rank_ic,n
2024-07-01,-0.03975455979366349,0.004554284679812597,20
2024-07-08,-0.17770443722076112,-0.15145719510506794,20
2024-07-15,-0.17370735988848304,-0.034916182545229914,20
2024-08-05,-0.21615365680859872,0.0007703460713544526,20
2024-08-12,-0.6824086620802283,-0.530912546346507,20
2024-08-19,-0.2103627389739273,-0.19274929959910553,20
2024-08-26,-0.11767317413663046,-0.15908539958840234,20
2024-09-02,-0.2541595512058163,-0.12860863625144275,20
2024-09-09,-0.0598312325371061,-0.11036508110729386,20
2024-09-18,0.1767084268583032,0.21962084813879307,20
